Name,X100077_0m,X100120_0m,X100123_0m,X300112_0m,X100077_2m,X100120_2m,X100123_2m,X300112_2m,X100077_6m,X100120_6m,X100123_6m,X300112_6m
LINC02562,0,0,0,0,0,0,0,0,0,0,1,0
PECAM1,5,0,15,20,4,10,17,11,8,28,7,11
PPP1R1AP2,0,0,0,0,0,0,0,0,0,0,0,0
ULK4P2,0,0,0,1,0,0,0,0,0,0,4,0
TLE7,1,0,0,0,0,0,0,0,0,0,0,0
LINC01566,0,4,2,2,2,0,0,0,0,5,0,0
TPSP2,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01070,0,0,0,0,0,0,0,0,0,0,0,0
ZNF598,0,12,16,8,11,16,0,16,2,9,12,6
RAB43P1,11,0,0,3,21,24,19,13,11,18,10,0
LINC01616,0,0,0,0,0,0,0,0,0,0,0,0
SLX1A-SULT1A3,0,0,0,0,0,0,6,6,0,10,7,7
AGGF1P9,0,0,0,0,0,0,0,0,0,0,0,0
MUC22,0,0,0,0,0,0,0,0,0,0,0,0
LINC02137,2,5,13,2,2,2,9,2,4,5,10,1
PYCARD-AS1,0,1,6,7,4,4,7,5,3,4,11,0
ABHD17AP9,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P3,0,0,0,0,0,0,0,0,0,0,0,0
PWRN1,0,0,0,0,0,0,0,0,0,0,1,0
TUBB8,0,0,0,0,0,0,0,0,0,0,0,0
FRRS1L,9,25,33,23,7,17,19,20,12,27,25,27
LINC02256,4,4,5,11,6,9,5,8,1,12,3,6
PPIAP46,34,63,81,69,51,60,65,66,42,94,68,52
KRT8P50,0,3,0,3,0,4,0,0,0,1,0,3
INSYN1-AS1,0,0,0,0,0,0,0,0,0,0,0,1
C2orf69P2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01963,53,97,79,73,57,100,62,66,78,127,65,61
LINC02616,0,0,0,0,0,0,0,0,0,0,0,0
LINC02188,0,0,0,0,0,0,0,0,0,0,0,0
LINC01243,0,0,0,0,0,0,0,0,0,0,0,0
ZNF971P,0,0,0,0,0,0,0,0,0,0,1,0
FTLP14,1,0,0,0,0,0,0,4,0,0,0,0
TBC1D24,0,0,0,0,0,0,0,0,0,0,0,0
JMJD8,3,0,0,0,0,0,0,7,0,0,0,0
LOXL1-AS1,4,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A1,0,0,6,0,9,0,2,0,0,0,6,0
TPBGL,0,0,0,0,0,1,1,0,0,0,0,0
HERC2P8,4,4,6,9,7,12,4,9,5,2,11,4
LDC1P,0,1,2,0,0,0,1,0,0,0,0,0
LCMT1-AS2,6,9,20,7,15,11,4,14,12,19,19,9
CDC37P2,0,0,0,0,0,0,0,0,0,0,2,0
BNIP3P5,0,4,0,1,1,4,2,1,0,3,6,0
GOLGA8S,0,0,0,0,0,0,0,0,0,0,0,0
VPS9D1-AS1,0,0,11,0,0,7,0,0,0,10,0,0
AOC4P,0,0,1,1,1,1,0,1,0,1,2,1
KRT8P22,0,0,0,0,0,0,0,0,0,0,0,0
CDIP1,0,0,0,0,0,0,0,0,0,0,0,0
AGGF1P7,0,0,0,0,0,0,0,0,0,0,0,0
RBFADN,3,2,5,2,1,3,4,4,2,7,10,1
ZNF720P1,0,0,0,0,0,0,0,0,0,0,0,0
PDCD6IPP2,0,0,0,0,0,0,0,1,0,2,0,0
CYP3A137P,0,0,0,0,0,0,0,0,0,0,0,0
MIR3976HG,0,0,0,0,0,0,0,0,0,0,0,0
LINC01584,0,0,0,0,0,0,0,0,0,0,0,0
LY6L,0,0,0,0,0,0,0,0,0,0,0,0
SNX29,0,4,2,0,5,4,4,4,2,2,5,0
SULT1C2P2,0,0,0,0,0,0,0,0,0,0,0,0
XKR7,7,6,4,3,2,8,3,4,3,7,8,6
WBP11P1,0,0,0,0,1,0,0,0,0,0,0,0
CEROX1,2,0,2,8,2,0,0,0,0,0,12,0
TMEM202-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01922,14,19,17,13,18,16,11,14,7,20,22,13
UBL5P4,0,1,4,0,0,0,0,1,0,2,4,1
LINC02140,0,0,0,0,0,0,0,0,0,0,0,0
LINC02249,4,6,9,8,9,9,3,4,7,8,4,2
PHBP21,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2P11,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P5,0,0,0,0,0,0,0,0,0,0,0,1
LINC00565,4,20,20,8,8,22,12,10,5,42,19,6
HNRNPA1P48,4,28,25,9,19,16,19,12,12,17,25,10
LINC02126,0,0,0,0,0,0,0,0,0,0,0,0
LINC02167,0,0,0,0,0,0,0,1,0,0,0,0
ARHGAP23P1,0,0,0,0,0,0,0,0,0,0,0,0
DOCK9-DT,4,2,5,2,3,4,3,3,1,4,4,1
GOLGA8Q,4,33,10,0,3,23,0,0,3,46,21,0
ERVK13-1,0,0,0,0,0,2,0,4,0,0,0,0
LINC00622,1,6,2,1,0,2,2,2,0,2,1,5
HERC2P11,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A31,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3OR16-13,0,0,0,0,0,0,0,0,0,0,0,0
MAFTRR,2,0,1,9,5,6,9,4,2,9,8,6
ABCD1P3,0,0,0,0,0,0,0,0,0,0,0,0
LINC00838,2,5,9,6,1,4,1,1,1,5,7,7
AGGF1P8,1,6,9,4,3,6,1,2,3,3,4,5
LINC02134,0,0,0,0,0,0,0,0,0,0,0,0
FIGNL2-DT,0,0,0,0,0,0,0,3,1,1,0,0
PWRN4,0,0,0,0,0,0,0,0,0,0,0,0
CYP4A26P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02846,1,0,1,0,0,2,1,0,3,0,3,0
GOLGA8M,0,0,0,8,0,0,0,2,0,0,0,4
LINC02165,0,0,0,0,0,0,0,0,0,0,0,0
LINC02533,0,1,2,2,2,1,1,0,0,0,3,1
BCAP31P2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02582,0,0,0,0,0,0,0,0,0,0,1,0
LCMT1-AS1,0,0,0,3,1,0,0,0,0,1,0,0
LINC00557,0,0,0,0,0,0,0,0,0,0,0,0
IL21R-AS1,7,21,21,26,16,20,31,15,22,27,34,11
SNHG19,9,2,3,8,8,4,8,17,10,8,24,14
BOP1,3,6,1,0,1,4,4,3,8,1,7,2
SPINT1-AS1,0,0,0,0,0,0,0,0,1,0,0,0
SPDYE6,11,18,27,35,25,19,21,27,35,38,75,29
CD2BP2-DT,4,6,12,6,7,9,9,13,5,13,11,6
SNAI3-AS1,0,0,0,0,1,0,0,0,1,0,3,8
FOXC2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RBM15B,321,299,337,284,281,346,355,375,239,417,376,211
LINC02131,0,0,0,0,0,0,0,0,0,0,0,0
CYP3A52P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02189,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP49,0,0,0,0,0,0,0,0,0,0,0,0
FAM157C,122,554,561,268,100,311,421,271,170,258,491,211
VPS35P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00254,0,0,0,0,0,0,0,0,0,0,0,0
TMEM178B,0,0,0,0,0,0,0,0,0,1,4,0
SERTM2,0,0,0,0,0,0,0,0,0,0,0,0
AGBL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
HMGB1P33,1,1,3,2,2,2,1,1,0,1,1,1
TP53TG3HP,0,0,0,0,0,0,0,0,0,0,0,0
TCF24,1,1,6,1,2,6,1,3,2,3,5,2
CPEB1,0,0,0,0,0,0,0,0,0,0,0,0
C2orf69P1,1,0,0,0,0,0,0,0,0,0,0,0
LINC01416,0,0,0,0,0,0,0,0,0,0,0,0
FRG2IP,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P30,0,0,0,0,0,0,0,0,0,0,0,0
CCDC187,0,0,0,0,0,0,3,0,0,0,5,0
ADPGK-AS1,12,24,26,13,9,21,18,16,9,20,37,16
STAM-AS1,2,4,7,3,5,9,6,6,3,8,11,5
LINC01571,0,0,2,1,0,0,1,0,0,0,1,0
TBILA,1,0,3,1,1,1,3,4,1,3,2,1
IGHV3OR16-16,1,0,0,0,0,0,0,0,0,0,0,0
NR2E3,0,0,0,0,0,0,0,0,0,0,0,0
DUX4,0,0,0,0,0,0,0,0,0,0,0,0
DPPA2P4,0,0,0,0,0,0,0,0,0,0,0,0
LINC01882,0,3,6,9,1,5,9,8,8,0,4,2
LINC02516,2,2,5,6,0,7,4,4,5,2,3,1
LINC01960,1,2,0,2,0,0,0,1,1,0,2,1
FBXL19-AS1,10,31,36,16,25,21,21,17,21,34,31,25
RUNX2-AS1,6,9,8,5,5,4,5,9,5,10,9,6
LINC02127,0,0,0,0,0,0,0,0,0,0,0,0
PAN3-AS1,7,8,22,20,8,10,24,14,15,28,26,17
COMMD4P1,0,0,0,0,0,0,0,0,0,0,0,0
EIF4EBP2P2,0,0,0,0,0,2,0,0,0,0,0,0
OR4C49P,0,0,0,0,0,0,0,0,0,0,0,0
ULK4P3,0,0,0,0,0,0,0,0,0,0,0,0
SOD1P2,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P4,0,0,0,2,0,0,0,0,0,0,1,2
TUBB8P7,0,0,0,0,0,0,0,0,0,0,0,0
LINC02555,13,51,17,11,2,24,36,6,4,17,17,5
RARRES2P5,0,0,0,0,0,0,0,0,0,0,0,0
MOCS1P1,0,0,0,0,0,0,0,0,0,0,0,0
EIF5A2P1,1,2,2,1,0,1,1,0,0,2,2,1
LINC00922,2,3,1,3,1,3,0,3,1,2,0,0
VN1R70P,0,0,0,0,0,0,0,0,0,0,0,0
TPST2P1,0,0,2,2,1,1,1,1,1,1,0,0
DNM1P31,0,0,0,0,0,0,0,0,2,0,0,0
LINC01898,0,0,0,0,0,0,0,0,0,0,0,0
EHD4-AS1,10,9,19,7,3,14,7,11,5,18,15,10
ANP32BP1,0,0,0,0,0,0,0,0,0,0,0,0
WASH4P,0,0,0,6,3,0,3,10,2,3,6,1
PPIAP48,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA3P11,1,2,3,2,1,0,4,2,2,4,4,0
LINC02177,12,25,38,24,24,20,21,27,23,35,35,14
RARRES2P10,0,0,0,0,0,0,0,0,0,0,0,0
TGFBR3L,0,0,1,0,0,0,0,0,0,0,0,0
NR4A1AS,0,0,0,0,0,0,0,0,0,0,0,0
LINC02129,0,0,0,0,0,0,0,0,0,0,0,0
FRG2DP,0,0,0,0,0,0,0,0,0,0,0,0
TTC39A-AS1,0,2,4,0,0,0,1,0,0,1,0,1
ULK4P1,0,9,0,0,4,0,5,0,7,0,0,0
FGFR3P5,0,0,0,0,0,0,0,0,0,0,0,0
BGLT3,0,0,0,0,0,0,0,0,0,0,0,0
APOOP5,0,0,0,0,0,0,0,0,0,0,0,0
LINC01858,0,0,0,4,0,0,2,1,0,1,1,0
MANEA-DT,24,20,25,16,19,21,28,16,15,40,32,16
SUB1P3,0,0,0,0,0,0,0,0,0,0,0,0
LINC02280,28,21,42,26,22,54,21,23,22,45,29,23
LINC00560,0,0,0,12,0,0,1,5,0,1,3,2
CDC37P1,0,0,0,0,0,0,0,0,0,0,0,0
BEAN1-AS1,0,0,1,0,1,0,0,0,2,0,2,0
ITFG1-AS1,1,1,2,1,0,2,1,7,3,0,1,0
ACTG1P16,0,0,1,1,0,0,1,0,0,0,0,0
MINAR2,2,4,4,1,0,7,3,4,1,8,8,3
LINC02544,1,4,5,4,0,2,0,2,1,5,3,1
LINC01003,11,21,31,37,16,17,28,32,13,23,23,24
LINC00554,1,0,4,0,2,2,0,0,0,2,0,1
LINC01413,1,0,1,0,1,0,1,0,0,0,2,0
CT62,0,0,0,0,0,0,0,0,0,0,0,0
LINC01904,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P3,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P49,0,0,0,0,0,0,0,0,0,0,0,0
MIR762HG,0,0,0,0,0,0,0,0,0,0,0,0
C16orf97,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-3,3,3,0,0,1,0,9,4,1,0,0,0
IGHV1OR16-2,0,0,0,0,0,0,0,0,0,0,0,0
SLX1B-SULT1A4,0,0,6,0,0,0,12,0,0,0,14,0
COX6CP1,3,0,2,1,1,0,1,0,2,2,0,2
PCMTD1P2,0,0,0,0,0,0,0,0,0,0,0,0
BMS1P8,0,1,0,0,0,0,1,0,1,0,0,0
COMMD4P2,0,0,0,0,0,0,0,0,0,0,0,0
DNAAF4-CCPG1,0,0,0,0,0,12,0,0,0,0,0,0
LINC01976,0,0,0,0,0,0,0,0,0,0,0,0
LINC01311,3,6,4,4,8,8,4,9,4,7,7,5
RARRES2P9,0,0,0,0,0,0,0,0,0,0,0,0
LINC01917,0,0,0,0,0,0,0,0,0,0,0,0
ATP5MFP6,2,0,2,0,1,2,1,2,0,6,1,3
DNM1P33,0,1,0,0,1,0,0,0,0,0,0,0
SMG1P7,18,36,33,27,27,26,40,24,16,41,50,11
RPL10P14,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P18,0,0,0,0,0,0,0,0,1,0,0,0
CRIM1-DT,0,0,0,0,0,0,0,0,0,0,0,0
LINC02605,3,3,12,7,7,8,12,13,3,10,12,6
LINC02259,0,0,0,0,0,0,0,0,0,0,0,0
MMP2-AS1,0,0,2,0,0,0,0,0,0,0,0,1
LINC02168,1,1,1,1,1,2,1,0,0,1,0,0
C2orf69P4,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3OR16-8,2,0,0,0,0,0,0,0,0,0,0,0
BOLA2-SMG1P6,53,73,156,123,68,89,104,117,63,137,186,88
PABPC1P13,0,0,0,0,0,0,0,0,0,0,0,0
BCAP31P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02133,0,2,1,0,0,1,2,0,0,0,0,0
IGHV3OR16-15,0,0,0,0,0,0,0,0,0,0,0,0
ARMH2,4,7,21,6,2,8,10,6,5,4,15,8
CEMP1,0,0,0,0,0,0,0,0,0,0,0,0
CD24P2,0,0,0,0,0,0,0,0,0,0,0,0
CKBP1,0,0,0,0,0,0,0,0,0,0,1,0
NORAD,2489,2664,2995,2915,1752,2215,3354,3172,1716,2688,2803,2202
IGHV3OR16-11,0,0,0,0,0,0,0,0,0,0,0,0
C2orf69P3,0,0,0,0,0,0,0,0,0,0,0,0
CSPG4P13,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP3,0,0,0,0,0,0,0,0,0,0,0,0
LINC01859,0,1,2,2,2,1,2,2,2,1,1,1
ZNNT1,29,26,43,23,29,24,27,36,34,48,39,32
LINC02193,0,8,5,8,3,13,7,3,2,8,7,6
GOLGA8T,0,0,0,0,0,0,0,0,0,0,0,0
HSPB9,3,16,19,4,6,4,7,8,4,13,9,3
FRG2KP,0,0,0,0,0,0,0,0,0,0,0,0
ATP2C2-AS1,6,4,0,8,9,12,0,3,9,11,1,4
DNM1P28,0,0,0,0,0,0,0,0,0,0,0,0
LINC02252,0,3,1,1,0,3,1,1,0,1,1,0
DLGAP1-AS5,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P50,0,0,0,0,0,0,0,0,0,0,0,0
MT1L,0,4,14,3,6,5,7,9,4,0,9,8
LINC00561,0,0,0,0,0,0,0,0,0,0,0,0
CYCSP39,0,0,0,0,0,0,0,0,0,0,0,0
VN1R68P,0,0,0,0,0,0,0,0,0,0,0,0
UNGP1,1,1,2,1,2,1,1,1,0,1,5,3
LINC01043,0,0,0,0,0,0,0,0,0,0,0,0
TPRKBP2,12,38,37,23,13,24,31,32,21,40,41,22
SSTR5-AS1,0,0,0,0,0,0,0,0,0,0,0,0
EEF1DP3,0,0,0,0,0,0,0,0,0,0,0,0
LINC02130,0,0,0,0,0,0,0,0,0,0,0,0
SUB1P4,0,1,0,0,0,0,1,1,1,0,0,0
CYP2C60P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01477,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS7P3,2,2,7,1,0,3,3,3,4,3,5,2
DNM1P32,0,0,0,0,0,1,0,0,0,0,0,1
SMG1P2,102,111,173,177,70,208,167,124,59,218,215,115
WFDC21P,0,0,1,0,0,0,0,0,0,0,0,0
ANKRD26P1,0,0,1,0,1,0,0,0,0,2,0,1
LINC02152,0,0,0,0,0,0,0,0,0,0,0,0
LINC01254,5,14,11,10,4,4,11,8,3,14,21,4
PWRN2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01686,0,2,1,0,0,0,1,0,0,3,1,1
LSM3P5,0,0,1,0,0,0,0,0,1,0,0,0
RARRES2P8,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR16-4,0,0,0,0,0,0,0,0,1,0,1,0
LINC00563,1,6,3,0,3,3,4,2,0,6,1,0
DUX4L47,0,0,0,0,0,0,0,0,0,0,0,0
LARP4P,1,1,2,1,7,1,2,0,4,3,0,2
LINC00562,5,16,12,6,9,6,4,6,12,12,5,8
CA5A,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L45,0,0,0,0,0,0,0,0,0,0,0,0
NPW,0,0,0,0,0,0,0,0,0,0,0,0
LINC02180,0,0,0,0,0,0,0,0,0,0,0,0
VN1R65P,0,0,0,0,0,0,0,0,0,0,0,0
CES1P2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01633,0,0,0,0,0,0,0,0,0,0,0,0
HERC2P1,0,0,0,2,0,0,0,0,0,0,0,0
LINC01355,22,69,88,56,47,59,62,74,51,121,94,46
LINC02011,0,0,0,1,0,0,0,0,0,0,0,0
LINC01541,4,6,12,5,5,8,6,6,5,11,5,11
UBE2FP2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02164,0,0,0,0,0,0,0,0,0,0,0,0
KDM7A-DT,81,198,242,180,258,289,147,191,202,216,185,134
YBX3P1,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP28,0,1,0,0,1,0,2,1,0,0,0,0
GOLGA8H,0,15,5,1,0,3,0,11,0,3,3,5
ACSM5P1,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01290,0,0,0,0,0,0,0,0,0,0,0,0
ABCB10P4,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L46,0,0,0,0,0,0,0,0,0,2,0,0
HMGN2P40,0,0,0,0,0,0,0,0,0,0,0,0
LINC02178,0,0,0,0,0,0,0,0,0,0,0,0
KLF8P1,0,0,0,0,0,0,0,0,1,0,0,0
DUX4L4,0,0,0,0,0,0,0,0,0,0,0,0
NBAT1,0,1,1,0,0,2,3,2,0,4,1,0
LINC01989,0,0,0,0,0,0,0,0,0,0,0,0
MRPS21P7,0,0,0,0,0,0,0,0,0,0,0,0
CYP3A54P,0,0,0,0,0,0,0,0,0,0,0,0
MT1CP,0,0,0,0,0,0,0,0,0,0,0,0
LINC02867,0,0,1,0,0,0,0,0,0,0,0,0
RBM22P12,0,0,0,0,0,0,0,0,0,0,0,0
WWOX-AS1,0,1,3,2,0,1,1,1,0,3,0,0
LINC02194,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP51,10,24,37,19,15,17,18,25,13,28,35,13
SCX,1,5,5,8,4,4,2,3,3,7,9,4
CYP4A27P,0,0,0,0,0,0,0,0,0,0,0,0
EEF1B2P1,9,8,11,8,3,9,6,6,4,12,10,6
LINC00543,0,0,0,0,0,0,0,0,0,0,0,0
MDFIC2,0,0,0,0,0,0,0,0,0,0,0,0
LINC00564,0,0,3,1,1,0,0,1,0,3,2,1
NIFKP4,0,0,0,4,0,1,2,2,0,3,2,1
DNM1P34,2,2,2,1,0,0,2,1,3,4,2,2
NDUFB10P1,0,0,0,0,1,0,0,0,0,0,0,0
ATP5PBP7,0,0,0,0,0,2,0,0,1,2,0,0
RARRES2P6,0,0,0,0,0,0,0,0,0,0,0,0
GAN,0,0,0,0,1,0,0,3,0,1,1,1
EIF4BP5,10,9,13,10,13,15,12,11,8,10,10,8
RARRES2P7,0,0,0,0,0,0,0,0,0,0,0,0
TEN1-CDK3,30,50,67,55,26,42,36,30,21,59,57,41
LINC01834,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L7,2,4,6,4,1,4,5,3,4,5,4,0
HMGB3P32,3,4,3,5,11,7,8,11,5,8,8,3
RNF126P1,0,0,0,2,1,0,0,0,0,0,0,0
IGHV2OR16-5,0,0,0,0,0,0,0,0,0,0,0,0
LINC02136,0,0,0,0,0,0,0,0,0,0,1,0
SH3RF3-AS1,8,9,9,6,11,3,12,4,9,13,11,5
LINC02128,0,0,0,0,0,0,0,0,0,0,0,0
LINC02769,0,0,0,0,0,0,1,0,0,0,0,0
LINC02166,0,0,1,0,0,0,0,1,0,1,1,0
GNPATP,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP50,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP47,0,0,0,0,0,0,0,0,0,0,0,0
LINC01992,0,1,0,0,0,0,0,0,0,1,0,0
KIF18BP1,0,0,0,0,0,0,0,0,0,0,0,0
ZNRD2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
HEXA-AS1,5,11,10,6,8,8,10,5,5,9,14,5
TP53TG3GP,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1P38,0,0,0,0,0,0,0,0,0,0,0,0
LINC01964,3,5,10,4,10,7,8,5,5,12,12,6
LINC02367,2,1,3,1,4,3,2,0,5,3,1,1
LINC02190,0,0,0,0,0,0,0,0,0,0,0,0
LINC01544,10,18,29,17,13,15,20,27,8,25,20,21
CAPN10-DT,23,32,57,35,25,33,43,38,41,77,58,33
LMF1-AS1,3,0,4,0,6,5,2,13,5,0,5,0
FRG2GP,0,0,0,0,0,0,0,0,0,0,0,0
TCERG1P2,0,0,0,0,0,0,0,2,0,0,0,0
IMPDH1P11,0,0,0,0,0,0,0,0,0,0,0,0
ATP5PDP1,0,0,0,0,0,0,0,0,0,0,0,0
AGGF1P5,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P13,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8J,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ18,0,0,0,0,0,0,0,0,0,0,1,0
LINC01228,1,3,1,2,0,0,0,0,0,0,1,0
SLC25A1P4,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA5P11,0,2,3,1,0,0,0,0,1,1,3,1
ZNF322P1,0,0,0,0,0,0,7,0,0,0,0,0
LINC01177,0,0,0,0,0,0,0,0,0,0,0,0
LINC02191,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR16-1,0,0,0,1,0,1,0,0,0,0,0,0
C1QL1P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01735,0,0,0,0,0,0,0,0,0,0,0,0
LINC02184,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR16-3,0,0,0,0,0,0,0,0,0,0,0,0
CYP4A43P,0,0,0,0,0,0,0,0,0,0,0,0
CA5AP1,0,0,0,0,0,0,0,0,0,0,0,0
EPPK1,0,0,0,0,0,0,0,0,99,0,0,0
AGGF1P4,0,0,0,0,0,0,0,0,0,0,0,0
CDRT7,0,0,0,0,0,0,0,0,0,0,0,0
LINC02673,0,0,0,0,0,0,0,0,0,0,0,0
LINC02141,7,16,10,13,10,20,16,18,6,27,22,11
FRG2JP,0,0,0,0,0,0,0,0,0,0,0,0
LMO7-AS1,0,17,2,0,0,4,3,7,6,0,9,0
VN1R67P,0,0,0,0,0,0,0,0,0,0,0,1
UBE2MP1,0,0,0,0,0,0,0,0,0,0,0,0
DDX59-AS1,1,1,4,4,2,4,2,5,5,4,5,4
IGHV3OR16-6,0,0,0,0,0,0,0,0,0,0,0,0
AQP4-AS1,1,2,0,2,1,2,3,2,0,1,0,0
FRG2HP,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB10P2,0,1,0,0,0,0,1,0,0,0,0,1
MTND5P34,0,0,0,0,0,0,0,0,0,0,0,0
FSCN1P1,0,0,0,0,0,0,0,0,0,0,0,0
OR4C45,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP97,0,0,0,0,0,2,0,0,0,0,0,0
ZNF865,91,117,108,151,96,94,109,161,78,139,142,95
SLC7A5P1,8,6,4,8,4,3,2,9,7,10,4,4
HNRNPLP2,0,0,1,0,0,0,0,0,0,0,0,0
VN1R69P,0,0,0,0,0,0,0,0,0,0,0,0
HMGB1P6,119,107,167,128,93,99,132,126,100,150,148,55
ABHD17AP7,0,0,0,0,0,0,0,0,0,0,0,0
CASC17,0,0,0,0,0,0,0,0,0,0,0,0
LINC02176,1,0,3,1,0,1,0,0,0,1,1,2
LINC01751,0,0,0,0,0,0,0,0,0,0,0,0
MRPS21P8,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP91,0,0,0,0,0,0,0,0,0,0,0,0
AGGF1P6,0,1,0,0,0,0,0,0,0,0,0,0
TUBAP4,0,0,0,0,0,0,0,0,0,0,0,0
NAMPTP3,0,0,0,0,0,0,0,0,0,0,0,0
LINC00555,0,0,0,0,1,0,0,0,0,0,0,0
CCNYL7,4,6,12,4,8,13,13,6,8,16,28,9
LINC02182,1,2,1,2,2,1,2,0,2,3,3,2
LINC00558,1,2,0,0,2,1,1,0,2,0,0,1
SCRT1,0,1,3,0,0,1,0,0,0,0,1,0
LINC00559,0,4,2,1,0,2,1,0,0,1,1,3
HMGN2P41,0,1,0,1,0,1,2,1,1,2,0,1
HERC2P6,0,0,0,0,0,0,0,0,0,0,0,0
NTRK3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MRC1,5,19,23,17,7,11,11,26,9,21,10,19
LINC00556,12,8,26,12,3,11,5,8,11,16,15,5
LINC02473,8,15,18,15,14,11,12,15,12,20,21,15
C15orf65,1,0,0,5,0,0,0,0,1,0,2,0
ABHD17AP8,0,0,0,0,0,0,0,0,0,0,0,0
SYNGR2P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0,0,0,0,0,1
CASC22,0,0,0,0,0,0,0,0,0,0,0,0
RBM22P13,0,0,0,0,0,0,0,0,0,0,0,0
MYL12BP1,0,0,0,0,1,0,0,0,0,1,2,0
LINC00567,0,0,0,0,0,0,0,1,1,0,0,0
GEMIN8P2,0,0,0,0,0,0,0,0,0,0,0,0
ADAM3B,0,0,0,0,0,0,0,0,0,0,0,0
LINC00165,0,0,0,0,0,0,0,0,0,0,0,0
CYP4A44P,0,0,0,0,0,0,0,0,0,0,0,0
HCCAT5,0,0,0,0,0,0,0,0,0,0,0,0
CISTR,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1P15,1,1,1,0,0,1,0,2,1,1,2,0
LINC02192,0,0,0,0,0,0,0,0,0,0,0,0
NSFP1,0,51,0,0,0,131,0,0,0,197,0,0
LINC02124,0,0,0,0,0,0,0,0,0,0,0,0
LINC01195,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3OR16-12,0,0,1,0,1,0,0,0,0,1,0,0
HERC2P10,0,19,6,0,1,25,3,2,1,35,2,1
MTND4LP25,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP2-3,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A17P,23,25,29,41,40,44,29,49,22,41,22,32
ACTG1,101,159,226,229,131,139,328,427,170,130,242,300
LINC02520,15,12,18,18,5,14,16,5,15,20,21,21
OR1F2P,2,2,0,0,0,0,0,2,0,0,0,0
APOBEC3A_B,44,0,0,0,0,0,77,3,0,0,136,0
C19orf84,6,1,4,4,9,0,0,1,1,5,2,2
TMEM256-PLSCR3,0,0,0,0,0,6,0,0,0,0,0,0
NFILZ,3,0,2,2,1,4,3,5,1,3,1,0
EIF4A3,0,0,0,0,0,0,0,0,0,0,0,0
